Name;chrom;start;end;position;peakheight;nc;occ;fuzziness
N10:515715;chr10;515642;515788;"+11:YJR042W; ";2,32;4;100;36,923
N10:515863;chr10;515790;515936;"+12*:YJR042W; ";2,13;4;78;34,913
N10:516102;chr10;516029;516175;;3,13;4;100;16,958
N10:516345;chr10;516272;516418;;1,00;2;-1;43,134
N10:516556;chr10;516483;516629;"+7:YJR043C; ";3,80;4;100;6,377
N10:516725;chr10;516652;516798;"+6:YJR043C; ";2,37;4;100;28,289
N10:516921;chr10;516848;516994;"+5:YJR043C; ";2,75;5;93;38,603
N10:517076;chr10;517003;517149;"+4:YJR043C; ";2,48;4;98,5;46,97
N10:517336;chr10;517263;517409;"+2:YJR043C; ";3,00;5;94,5;49,855
N10:517637;chr10;517564;517710;"-1:YJR043C; ";1,97;4;98,5;56,02
N10:517796;chr10;517723;517869;;2,73;5;31,67;35,303
N10:518118;chr10;518045;518191;;2,62;5;82;32,339
N10:518285;chr10;518212;518358;;2,84;4;100;35,957
N10:518445;chr10;518372;518518;;3,00;6;100;54,077
N10:518619;chr10;518546;518692;"+5*:YJR044C; ";2,96;4;94,5;28,154
N10:518893;chr10;518820;518966;"+3:YJR044C; ";2,94;5;100;50,895
N10:519073;chr10;519000;519146;"+2:YJR044C; ";2,82;5;86,5;34,68
N10:519222;chr10;519149;519295;"+1:YJR044C; ";1,00;2;41;47,376
N10:519373;chr10;519300;519446;"+14*:YJR045C; -1:YJR044C; ";1,79;2;79;11,314
N10:519574;chr10;519501;519647;"+13:YJR045C; ";2,32;4;100;33,955
N10:519795;chr10;519722;519868;"+12:YJR045C; ";2,84;4;89,75;34,961
N10:519943;chr10;519870;520016;"+11:YJR045C; ";1,75;5;91,67;59,466
N10:520159;chr10;520086;520232;"+10:YJR045C; ";2,09;4;78;34,766
N10:520324;chr10;520251;520397;"+9:YJR045C; ";1,65;5;75,33;44,002
N10:520530;chr10;520457;520603;"+8:YJR045C; ";2,15;4;51,5;34,875
N10:520817;chr10;520744;520890;"+6:YJR045C; ";4,43;5;66,33;10,139
N10:521120;chr10;521047;521193;"+4:YJR045C; ";2,93;5;52,33;38,775
N10:521280;chr10;521207;521353;"+3:YJR045C; ";2,11;5;71;39,803
N10:521445;chr10;521372;521518;"+2:YJR045C; ";2,94;4;100;26,763
N10:521626;chr10;521553;521699;"+1:YJR045C; ";2,46;5;100;32,175
N10:522023;chr10;521950;522096;"+1:YJR046W; ";3,00;5;100;37,527
N10:522197;chr10;522124;522270;"+2:YJR046W; ";2,59;3;73,33;11,533
N10:522373;chr10;522300;522446;"+3:YJR046W; ";2,93;3;81;4,583
N10:522539;chr10;522466;522612;"+4:YJR046W; ";2,77;3;78;8,386
N10:522771;chr10;522698;522844;"+5:YJR046W; ";2,23;6;71,5;47,769
N10:522953;chr10;522880;523026;"+6:YJR046W; ";3,23;6;69,75;46,145
N10:523128;chr10;523055;523201;"+7:YJR046W; ";2,46;5;89;34,041
N10:523363;chr10;523290;523436;"+8:YJR046W; ";3,58;5;91;31,265
N10:523512;chr10;523439;523585;"+9:YJR046W; ";2,93;4;100;33,039
N10:523676;chr10;523603;523749;"+10*:YJR046W; ";1,99;4;100;47,543
N10:523824;chr10;523751;523897;;2,01;4;50;29,257
N10:523988;chr10;523915;524061;;2,64;4;50;36,396
N10:524216;chr10;524143;524289;"+2*:SUT640; ";3,93;6;83,5;44,045
N10:524457;chr10;524384;524530;"+1:SUT640; ";2,95;3;51;3,786
N10:524745;chr10;524672;524818;"-1:SUT640; ";1,10;3;30,5;45,654
N10:524923;chr10;524850;524996;"+4*:YJR047C; ";2,78;4;100;36,615
N10:525178;chr10;525105;525251;"+2:YJR047C; ";3,00;5;100;38,367
N10:525468;chr10;525395;525541;"0:YJR047C; ";2,36;5;89,33;31,901
N10:525685;chr10;525612;525758;;1,29;3;100;53,488
N10:526057;chr10;525984;526130;"+4*:SUT641; -1:YJR048W; ";2,43;6;100;45,109
N10:526295;chr10;526222;526368;"+3:SUT641; +1:YJR048W; ";3,60;6;91,75;28,252
N10:526454;chr10;526381;526527;"+2:SUT641; +2:YJR048W; ";3,01;5;100;29,134
N10:526707;chr10;526634;526780;"+11*:YJR049C; 0:SUT641; +4*:YJR048W; ";2,98;3;96,33;2,082
N10:526973;chr10;526900;527046;"+9:YJR049C; ";2,49;4;100;29,262
N10:527225;chr10;527152;527298;"+7:YJR049C; ";2,64;4;98,5;36,882
N10:527394;chr10;527321;527467;"+6:YJR049C; ";1,95;4;94,5;37,757
N10:527545;chr10;527472;527618;"+5:YJR049C; ";2,40;4;98,5;20,106
N10:527734;chr10;527661;527807;"+4:YJR049C; ";2,38;6;79;39,131
N10:527965;chr10;527892;528038;"+3:YJR049C; ";2,11;5;100;35,798
N10:528193;chr10;528120;528266;"+2:YJR049C; ";2,84;4;100;36,945
N10:528463;chr10;528390;528536;"0:YJR049C; -1:YJR050W; ";2,25;4;100;34,785
N10:528712;chr10;528639;528785;"-1:YJR049C; +1:YJR050W; ";2,38;5;100;38,562
N10:528894;chr10;528821;528967;"+2:YJR050W; ";1,59;4;69,5;37,939
N10:529087;chr10;529014;529160;"+3:YJR050W; ";2,76;5;100;31,061
N10:529254;chr10;529181;529327;"+4:YJR050W; +3*:CUT694; ";2,30;5;100;35,302
N10:529523;chr10;529450;529596;"-1:YJR051W; +1:CUT694; ";2,84;3;79;7
N10:529797;chr10;529724;529870;"+1:YJR051W; -1:CUT694; ";2,66;4;30,5;18,877
N10:529946;chr10;529873;530019;"+2:YJR051W; ";2,74;4;100;33,808
N10:530210;chr10;530137;530283;"+4:YJR051W; ";2,97;6;100;49,766
N10:530382;chr10;530309;530455;"+5:YJR051W; ";2,69;5;100;38,421
N10:530553;chr10;530480;530626;"+6:YJR051W; ";2,99;5;100;35,623
N10:530763;chr10;530690;530836;"+7:YJR051W; ";2,12;3;100;18,771
N10:530935;chr10;530862;531008;"+8:YJR051W; ";2,75;4;97;34,414
N10:531128;chr10;531055;531201;"+9:YJR051W; ";1,04;3;100;31,07
N10:531309;chr10;531236;531382;"+10*:YJR051W; ";2,96;4;100;35,622
N10:531583;chr10;531510;531656;;2,87;4;51;29,445
N10:531763;chr10;531690;531836;"-1:YJR052W; ";2,71;3;100;9,539
N10:532032;chr10;531959;532105;"+1:YJR052W; ";2,57;6;100;45,111
N10:532317;chr10;532244;532390;"+3:YJR052W; ";3,24;6;93;25,462
N10:532498;chr10;532425;532571;"+4:YJR052W; ";2,38;5;100;49,424
N10:532720;chr10;532647;532793;"+5:YJR052W; ";2,95;4;91,33;27,197
N10:532907;chr10;532834;532980;"+6:YJR052W; ";2,98;5;90,25;26,499
N10:533148;chr10;533075;533221;"+7:YJR052W; ";2,06;5;100;37,359
N10:533402;chr10;533329;533475;"0:YJR053W; +9*:YJR052W; ";2,76;3;100;8,544
N10:533577;chr10;533504;533650;"+1:YJR053W; ";2,97;4;100;35,754
N10:533743;chr10;533670;533816;"+2:YJR053W; ";2,87;3;90,67;6,245
N10:534001;chr10;533928;534074;"+4:YJR053W; ";2,98;5;96,25;36,833
N10:534173;chr10;534100;534246;"+5:YJR053W; ";2,86;4;100;34,064
N10:534325;chr10;534252;534398;"+6:YJR053W; ";2,02;5;74,67;31,812
N10:534504;chr10;534431;534577;"+7:YJR053W; ";1,95;2;71;5,657
N10:534658;chr10;534585;534731;"+8:YJR053W; ";2,97;5;100;40,04
N10:534874;chr10;534801;534947;"+9:YJR053W; ";3,53;5;100;43,445
N10:535177;chr10;535104;535250;"+11:YJR053W; +4:CUT695; ";3,02;5;70,5;34,576
N10:535349;chr10;535276;535422;"+12:YJR053W; +3:CUT695; ";3,75;6;74,75;31,644
N10:535536;chr10;535463;535609;"+13:YJR053W; +2:CUT695; ";3,10;4;94,75;15,199
N10:535705;chr10;535632;535778;"+14:YJR053W; -1:YJR054W; +1:CUT695; ";1,86;2;94,5;9,192
N10:535912;chr10;535839;535985;"+15*:YJR053W; +1:YJR054W; -1:CUT695; ";2,76;4;89,5;29,68
N10:536073;chr10;536000;536146;"+2:YJR054W; ";1,76;3;56;41,581
N10:536225;chr10;536152;536298;"+3:YJR054W; ";2,92;5;100;44,562
N10:536382;chr10;536309;536455;"+4:YJR054W; ";1,80;3;100;32,187
N10:536626;chr10;536553;536699;"+5:YJR054W; ";2,97;3;100;2,887
N10:536804;chr10;536731;536877;"+6:YJR054W; ";2,90;5;94,75;48,616
N10:536958;chr10;536885;537031;"+7:YJR054W; ";1,86;3;60;33,262
N10:537115;chr10;537042;537188;"+8:YJR054W; ";2,99;5;100;36,288
N10:537435;chr10;537362;537508;"+10*:YJR054W; ";2,99;5;100;30,817
N10:537614;chr10;537541;537687;;2,00;4;47,5;34,761
N10:537764;chr10;537691;537837;;1,91;5;67;48,32
N10:537965;chr10;537892;538038;;2,91;5;78;37,603
N10:538289;chr10;538216;538362;;1,74;3;100;39,716
N10:538484;chr10;538411;538557;"-1:YJR055W; ";2,43;3;61;14,012
N10:538714;chr10;538641;538787;"+1:YJR055W; ";2,00;2;100;1,414
N10:538875;chr10;538802;538948;"+2:YJR055W; ";2,00;2;-1;0,707
N10:539115;chr10;539042;539188;"+3:YJR055W; ";2,89;4;100;35,151
N10:539370;chr10;539297;539443;"+5:YJR055W; ";3,56;5;96,33;26,885
N10:539538;chr10;539465;539611;"+6*:YJR055W; +7*:SUT642; ";3,65;5;70,33;29,695
N10:539804;chr10;539731;539877;"+5:SUT642; ";2,94;4;100;31,341
N10:540112;chr10;540039;540185;"+3:SUT642; ";2,98;5;100;39,659
N10:540382;chr10;540309;540455;"+1:SUT642; ";2,90;5;93;51,061
N10:540651;chr10;540578;540724;"-1:SUT642; ";2,32;4;100;38,475
N10:540889;chr10;540816;540962;;1,92;4;100;35,359
N10:541084;chr10;541011;541157;;2,01;3;64;24,786
N10:541245;chr10;541172;541318;;1,93;3;100;28,729
N10:541435;chr10;541362;541508;;2,00;3;97;37,82
N10:541733;chr10;541660;541806;"+6:YJR056C; ";1,99;5;78,5;42,889
N10:541894;chr10;541821;541967;"+5:YJR056C; ";4,33;6;100;21,906
N10:542060;chr10;541987;542133;"+4:YJR056C; ";1,39;4;100;39,522
N10:542219;chr10;542146;542292;"+3:YJR056C; ";2,93;5;100;48,236
N10:542546;chr10;542473;542619;"+1:YJR056C; ";2,96;3;100;3,215
N10:542780;chr10;542707;542853;"-1:YJR056C; ";2,71;4;66,67;36,344
N10:542941;chr10;542868;543014;;2,93;4;38,67;35,359
N10:543181;chr10;543108;543254;;2,92;4;100;35,893
N10:543432;chr10;543359;543505;;2,60;5;99;47,789
N10:543738;chr10;543665;543811;"-1:YJR057W; ";2,32;4;56,5;31,511
N10:544007;chr10;543934;544080;"+1:YJR057W; ";2,67;5;87;33,551
N10:544169;chr10;544096;544242;"+2:YJR057W; ";2,91;5;100;29,134
N10:544344;chr10;544271;544417;"+3:YJR057W; ";3,51;4;100;10,708
N10:544652;chr10;544579;544725;"+5*:YJR057W; +5*:YJR058C; ";3,00;5;82;22,832
N10:544813;chr10;544740;544886;"+4:YJR058C; ";2,64;3;100;10,693
N10:544977;chr10;544904;545050;"+3:YJR058C; ";2,95;5;100;34,799
N10:545124;chr10;545051;545197;"+2:YJR058C; ";1,88;3;100;39,145
N10:545330;chr10;545257;545403;"+1:YJR058C; ";2,82;5;89;37,125
N10:545487;chr10;545414;545560;"-1:YJR059W; -1:YJR058C; ";1,02;3;93;52,564
N10:545718;chr10;545645;545791;"+1:YJR059W; ";2,79;5;100;35,728
N10:545955;chr10;545882;546028;"+2:YJR059W; ";2,91;5;92,67;49,988
N10:546117;chr10;546044;546190;"+3:YJR059W; ";2,99;4;80,5;34,029
N10:546375;chr10;546302;546448;"+5:YJR059W; ";3,70;6;100;41,18
N10:546532;chr10;546459;546605;"+6:YJR059W; ";2,65;4;78;35,566
N10:546783;chr10;546710;546856;"+8:YJR059W; ";3,21;4;98;15,384
N10:547071;chr10;546998;547144;"+10:YJR059W; ";2,15;3;100;19,655
N10:547288;chr10;547215;547361;"+11:YJR059W; ";2,91;4;100;17,671
N10:547544;chr10;547471;547617;"+13:YJR059W; ";2,57;5;89,33;37,09
N10:547706;chr10;547633;547779;"+14:YJR059W; ";2,81;6;100;37,371
N10:547927;chr10;547854;548000;"+15:YJR059W; ";2,67;5;100;32,637
N10:548181;chr10;548108;548254;"+17*:YJR059W; ";2,76;4;87,67;36,179
N10:548399;chr10;548326;548472;"-1:YJR060W; ";2,03;4;54;44,803
N10:548605;chr10;548532;548678;"+1:YJR060W; ";2,42;3;61;14,434
N10:548792;chr10;548719;548865;"+2:YJR060W; ";2,54;6;100;35,037
N10:548953;chr10;548880;549026;"+3:YJR060W; ";2,70;4;100;36,538
N10:549170;chr10;549097;549243;"+4:YJR060W; ";2,33;5;89;45,318
N10:549339;chr10;549266;549412;"+5:YJR060W; ";2,07;4;64;34,871
N10:549540;chr10;549467;549613;"+6:YJR060W; ";2,67;4;100;20,24
N10:549704;chr10;549631;549777;"+7:YJR060W; ";2,42;4;72,5;32,397
N10:549854;chr10;549781;549927;"+8:YJR060W; ";2,52;5;100;46,204
N10:550026;chr10;549953;550099;"+9:YJR060W; ";1,00;3;83,5;36,715
N10:550186;chr10;550113;550259;"+10*:YJR060W; -1:YJR061W; ";2,29;4;58,5;29,341
N10:550512;chr10;550439;550585;"+1:YJR061W; ";3,23;5;63,33;18,727
N10:550695;chr10;550622;550768;"+2:YJR061W; ";2,83;5;100;26,548
N10:550885;chr10;550812;550958;"+3:YJR061W; ";1,99;2;100;35,539
N10:551037;chr10;550964;551110;"+4:YJR061W; ";3,05;5;98,5;22,523
N10:551215;chr10;551142;551288;"+5:YJR061W; ";2,91;5;100;24,027
N10:551396;chr10;551323;551469;"+6:YJR061W; ";2,86;6;100;42,513
N10:551589;chr10;551516;551662;"+7:YJR061W; ";3,77;5;100;17,644
N10:551805;chr10;551732;551878;"+8:YJR061W; ";2,77;4;100;51,271
N10:552166;chr10;552093;552239;"+10:YJR061W; ";2,85;6;100;38,764
N10:552322;chr10;552249;552395;"+11:YJR061W; ";1,96;3;80,5;34,53
N10:552484;chr10;552411;552557;"+12:YJR061W; ";2,88;5;100;24,29
N10:552657;chr10;552584;552730;"+13:YJR061W; ";3,60;4;100;9,381
N10:552932;chr10;552859;553005;"+15:YJR061W; ";2,17;4;100;31,401
N10:553123;chr10;553050;553196;"+9*:YJR062C; +16:YJR061W; ";2,48;5;71;42,922
N10:553357;chr10;553284;553430;"+8:YJR062C; +17*:YJR061W; ";2,00;3;43,5;34,078
N10:553532;chr10;553459;553605;"+7:YJR062C; ";2,96;5;91,75;45,374
N10:553695;chr10;553622;553768;"+6:YJR062C; ";1,99;4;100;36,809
N10:553923;chr10;553850;553996;"+5:YJR062C; ";1,91;4;89,5;34,492
N10:554073;chr10;554000;554146;"+4:YJR062C; ";1,85;4;100;31,707
N10:554249;chr10;554176;554322;"+3:YJR062C; ";2,57;4;62;30,75
N10:554406;chr10;554333;554479;"+2:YJR062C; ";3,01;5;67;25,694
N10:554644;chr10;554571;554717;"+1:YJR062C; ";2,82;3;100;7,371
N10:554815;chr10;554742;554888;"0:YJR062C; -1:YJR063W; ";2,88;4;100;35,656
N10:554980;chr10;554907;555053;"-1:YJR062C; 0:YJR063W; ";1,00;1;-2;0
N10:555130;chr10;555057;555203;"+1:YJR063W; ";2,60;5;95,33;35,976
N10:555353;chr10;555280;555426;"+2:YJR063W; ";2,67;5;89;45,555
N10:555529;chr10;555456;555602;"-1:YJR064W; +3*:YJR063W; ";2,50;3;23;13
N10:555825;chr10;555752;555898;"+1:YJR064W; ";2,74;4;52,5;31,859
N10:556076;chr10;556003;556149;"+3:YJR064W; ";2,78;5;83,67;44,791
N10:556239;chr10;556166;556312;"+4:YJR064W; ";2,80;5;48,33;35,138
N10:556451;chr10;556378;556524;"+5:YJR064W; ";2,15;4;100;25,859
N10:556696;chr10;556623;556769;"+6*:YJR064W; ";2,28;4;100;31,669
N10:556917;chr10;556844;556990;;1,80;4;64,5;35,454
N10:557100;chr10;557027;557173;;2,75;5;85;37,885
N10:557273;chr10;557200;557346;;2,97;6;100;38,723
N10:557498;chr10;557425;557571;;2,68;4;89,25;27,765
N10:557804;chr10;557731;557877;"+9:YJR065C; ";2,24;4;98,5;31,858
N10:557963;chr10;557890;558036;"+8:YJR065C; ";2,05;3;60,5;22,716
N10:558122;chr10;558049;558195;"+7:YJR065C; ";2,62;5;100;31,683
N10:558407;chr10;558334;558480;"+5:YJR065C; ";2,53;6;89,75;47,335
N10:558562;chr10;558489;558635;"+4:YJR065C; ";2,85;4;80,5;35,584
N10:558719;chr10;558646;558792;"+3:YJR065C; ";1,90;3;100;39,357
N10:558878;chr10;558805;558951;"+2:YJR065C; ";2,68;4;100;37,73
N10:559038;chr10;558965;559111;"-1:YJR066W; +1:YJR065C; ";2,96;4;100;33,619
N10:559432;chr10;559359;559505;"+1:YJR066W; ";2,98;3;100;2,517
N10:559602;chr10;559529;559675;"+2:YJR066W; ";2,98;4;78;36,564
N10:559770;chr10;559697;559843;"+3:YJR066W; ";2,94;4;100;34,326
N10:560002;chr10;559929;560075;"+4:YJR066W; ";2,97;5;100;38,946
N10:560180;chr10;560107;560253;"+5:YJR066W; ";2,89;4;100;33,49
N10:560465;chr10;560392;560538;"+7:YJR066W; ";3,03;5;93;30,858
N10:560755;chr10;560682;560828;"+9:YJR066W; ";4,02;5;70,33;13,657
N10:561010;chr10;560937;561083;"+11:YJR066W; ";2,63;5;100;47,399
N10:561195;chr10;561122;561268;"+12:YJR066W; ";3,73;6;99,25;20,637
N10:561450;chr10;561377;561523;"+14:YJR066W; ";3,27;5;100;28,19
N10:561697;chr10;561624;561770;"+15:YJR066W; ";2,54;5;100;40,28
N10:561886;chr10;561813;561959;"+16:YJR066W; ";2,95;5;94,75;32,415
N10:562151;chr10;562078;562224;"+18:YJR066W; ";2,83;5;100;33,848
N10:562302;chr10;562229;562375;"+19:YJR066W; ";1,95;3;100;28,361
N10:562469;chr10;562396;562542;"+20:YJR066W; ";3,39;4;100;12,339
N10:562759;chr10;562686;562832;"+22:YJR066W; ";2,32;5;81,67;39,676
N10:563011;chr10;562938;563084;"+24:YJR066W; ";3,44;5;100;25,687
N10:563185;chr10;563112;563258;"+25:YJR066W; ";1,85;6;78;33,152
N10:563380;chr10;563307;563453;"+26:YJR066W; ";2,86;3;100;6,351
N10:563560;chr10;563487;563633;"+27:YJR066W; ";2,69;4;100;22,867
N10:563737;chr10;563664;563810;"+28:YJR066W; ";3,69;6;100;34,256
N10:563980;chr10;563907;564053;"+29:YJR066W; ";2,12;5;81,67;39,442
N10:564275;chr10;564202;564348;"+31:YJR066W; ";2,72;4;98,5;27,773
N10:564533;chr10;564460;564606;"+33:YJR066W; ";3,64;5;100;43,99
N10:564687;chr10;564614;564760;"+34:YJR066W; ";2,25;5;100;34,151
N10:564972;chr10;564899;565045;"+36:YJR066W; ";2,04;3;100;20,526
N10:565188;chr10;565115;565261;"+37:YJR066W; ";2,46;6;80,75;43,991
N10:565354;chr10;565281;565427;"+38*:YJR066W; ";2,41;4;100;28,896
N10:565531;chr10;565458;565604;;2,92;3;100;4,933
N10:565723;chr10;565650;565796;;2,00;3;100;52,418
N10:566019;chr10;565946;566092;;2,00;4;100;51,033
N10:566197;chr10;566124;566270;;3,09;6;91,75;42,245
N10:566373;chr10;566300;566446;;2,93;5;100;36,29
N10:566619;chr10;566546;566692;;3,66;4;83,5;8,578
N10:566772;chr10;566699;566845;"+5*:YJR067C; ";3,09;6;94,5;40,393
N10:566975;chr10;566902;567048;"+4:YJR067C; ";2,93;4;100;34,54
N10:567226;chr10;567153;567299;"+2:YJR067C; -1:YJR068W; ";2,93;4;100;34,364
N10:567398;chr10;567325;567471;"+1:YJR067C; 0:YJR068W; ";2,66;3;100;10,408
N10:567651;chr10;567578;567724;"-1:YJR067C; +2:YJR068W; ";2,99;4;100;34,539
N10:567821;chr10;567748;567894;"+3:YJR068W; ";1,93;3;96;40,377
N10:567973;chr10;567900;568046;"+4:YJR068W; ";3,06;5;100;27,959
N10:568260;chr10;568187;568333;"+6:YJR068W; ";2,78;5;100;27,698
N10:568560;chr10;568487;568633;"+6*:YJR069C; +8*:YJR068W; ";2,98;5;73,33;31,089
N10:568842;chr10;568769;568915;"+4:YJR069C; ";2,85;5;100;43,993
N10:569134;chr10;569061;569207;"+2:YJR069C; ";2,68;5;100;34,974
N10:569402;chr10;569329;569475;"0:YJR069C; ";2,35;4;100;37,88
N10:569731;chr10;569658;569804;"+6:YJR070C; ";2,70;4;100;21,672
N10:569880;chr10;569807;569953;"+5:YJR070C; ";2,84;5;85;31,799
N10:570044;chr10;569971;570117;"+4:YJR070C; ";2,79;3;100;7,937
N10:570196;chr10;570123;570269;"+3:YJR070C; ";2,22;6;74,75;41,547
N10:570515;chr10;570442;570588;"+1:YJR070C; ";2,49;4;86,5;24,418
N10:570688;chr10;570615;570761;"0:YJR070C; ";1,80;4;45;32,704
N10:570941;chr10;570868;571014;"+8*:YJR072C; ";2,43;4;100;30,093
N10:571101;chr10;571028;571174;"+7:YJR072C; ";2,79;6;91,75;56,279
N10:571255;chr10;571182;571328;"+6:YJR072C; ";2,52;4;90,67;35,397
N10:571437;chr10;571364;571510;"+5:YJR072C; ";2,86;5;100;32,92
N10:571694;chr10;571621;571767;"+3:YJR072C; ";3,00;4;100;26,862
N10:571928;chr10;571855;572001;"+2:YJR072C; ";2,99;4;100;35,038
N10:572097;chr10;572024;572170;"0:YJR072C; ";3,00;5;100;36,874
N10:572368;chr10;572295;572441;"-1:YJR072C; +3:YJR073C; ";2,89;4;100;35,472
N10:572521;chr10;572448;572594;"+2:YJR073C; ";2,00;4;89;50,748
N10:572749;chr10;572676;572822;"+1:YJR073C; ";2,57;3;100;11,93
N10:573017;chr10;572944;573090;"0:YJR074W; -1:YJR073C; ";2,98;4;100;34,894
N10:573285;chr10;573212;573358;"+2:YJR074W; ";2,98;3;100;2,517
N10:573528;chr10;573455;573601;"+3:YJR074W; ";2,99;3;100;1,528
N10:573689;chr10;573616;573762;"+4*:YJR074W; -1:YJR075W; ";2,98;3;100;2,082
N10:573951;chr10;573878;574024;"+1:YJR075W; ";3,00;5;100;37,712
N10:574131;chr10;574058;574204;"+2:YJR075W; ";2,59;4;100;36,728
N10:574384;chr10;574311;574457;"+4:YJR075W; ";2,55;5;70,67;36,626
N10:574704;chr10;574631;574777;"+6:YJR075W; ";3,08;5;100;24,722
N10:574918;chr10;574845;574991;"+7:YJR075W; ";2,92;5;97,67;36,513
N10:575094;chr10;575021;575167;"+8:YJR075W; ";2,85;3;92,67;6,658
N10:575361;chr10;575288;575434;"+8*:YJR076C; ";2,14;6;58,5;44,829
N10:575569;chr10;575496;575642;"+7:YJR076C; ";3,12;5;78;28,439
N10:575746;chr10;575673;575819;"+6:YJR076C; ";1,69;3;34;44,297
N10:576037;chr10;575964;576110;"+4:YJR076C; ";2,94;5;99;38,923
N10:576189;chr10;576116;576262;"+3:YJR076C; ";2,87;4;100;37,005
N10:576358;chr10;576285;576431;"+2:YJR076C; ";2,96;5;100;36,115
N10:576605;chr10;576532;576678;"0:YJR076C; -1:Unit378; ";2,94;5;100;35,949
N10:576802;chr10;576729;576875;"-1:YJR076C; +1:Unit378; ";2,88;3;100;6,083
N10:576985;chr10;576912;577058;"+2*:Unit378; +2*:Unit359; ";1,00;1;-2;0
N10:577230;chr10;577157;577303;"0:Unit359; +6:YJR077C; ";3,46;6;74,75;32,465
N10:577444;chr10;577371;577517;"-1:Unit359; +5:YJR077C; ";2,33;5;52;34,775
N10:577611;chr10;577538;577684;"+4:YJR077C; ";1,88;4;53,5;47,532
N10:577764;chr10;577691;577837;"+3:YJR077C; ";2,62;4;100;37,268
N10:577923;chr10;577850;577996;"+2:YJR077C; ";2,99;3;100;1,732
N10:578088;chr10;578015;578161;"+1:YJR077C; ";2,98;3;100;2,646
N10:578370;chr10;578297;578443;"-1:YJR077C; -1:YJR078W; ";2,93;5;85,67;46,801
N10:578612;chr10;578539;578685;"0:YJR078W; ";2,83;4;83,5;33,029
N10:578825;chr10;578752;578898;"+2*:anti-YJR078W; +2:YJR078W; ";2,77;4;100;29,96
N10:579065;chr10;578992;579138;"+1:anti-YJR078W; +3:YJR078W; ";2,86;4;89;34,228
N10:579253;chr10;579180;579326;"0:anti-YJR078W; +4:YJR078W; ";1,91;5;100;51,221
N10:579504;chr10;579431;579577;"+6:YJR078W; ";2,29;5;78;47,614
N10:579807;chr10;579734;579880;"-1:YJR079W; +8:YJR078W; ";2,52;4;100;20,614
N10:579957;chr10;579884;580030;"0:YJR079W; +9:YJR078W; ";3,77;5;100;28,003
N10:580134;chr10;580061;580207;"+1:YJR079W; +10:YJR078W; ";2,77;4;100;30,956
N10:580281;chr10;580208;580354;"+10*:YJR080C; +2:YJR079W; +11*:YJR078W; ";2,76;4;31;22,544
N10:580531;chr10;580458;580604;"+8:YJR080C; +4:YJR079W; ";1,84;3;83,5;31,39
N10:580821;chr10;580748;580894;"+6:YJR080C; +6:YJR079W; ";2,18;3;98,5;17,616
N10:581076;chr10;581003;581149;"+4:YJR080C; +8:YJR079W; ";2,98;3;81,67;2,646
N10:581244;chr10;581171;581317;"+3:YJR080C; +9*:YJR079W; ";1,39;3;77;39,425
N10:581425;chr10;581352;581498;"+2:YJR080C; ";2,99;3;100;1,732
N10:581587;chr10;581514;581660;"+4*:YJR082C; 0:YJR080C; -1:CUT216; ";2,99;5;100;39,909
N10:581751;chr10;581678;581824;"+3:YJR082C; -1:YJR080C; 0:CUT216; ";2,21;4;100;30,49
N10:581979;chr10;581906;582052;"+2:YJR082C; +2:CUT216; ";2,97;5;100;38,037
N10:582170;chr10;582097;582243;"+1:YJR082C; +3:CUT216; ";2,93;4;96,67;36,354
N10:582339;chr10;582266;582412;"0:YJR082C; +4:CUT216; ";2,73;3;78;9,074
N10:582610;chr10;582537;582683;"+6:CUT216; +7*:YJR083C; ";2,94;5;44,67;45,928
N10:582781;chr10;582708;582854;"+7*:CUT216; +6:YJR083C; ";2,56;5;81,67;48,855
N10:583081;chr10;583008;583154;"+4:YJR083C; ";2,57;3;100;11,93
N10:583342;chr10;583269;583415;"-1:YJR084W; +2:YJR083C; ";2,92;4;100;34,244
N10:583501;chr10;583428;583574;"0:YJR084W; 0:YJR083C; ";2,98;4;100;35,393
N10:583657;chr10;583584;583730;"+1:YJR084W; -1:YJR083C; ";2,35;4;100;40,075
N10:583834;chr10;583761;583907;"+2:YJR084W; ";2,88;4;100;35,341
N10:584080;chr10;584007;584153;"+3:YJR084W; ";2,91;4;100;32,428
N10:584308;chr10;584235;584381;"+4:YJR084W; ";2,92;4;60;27,628
N10:584469;chr10;584396;584542;"+5:YJR084W; ";2,88;5;100;48,634
N10:584643;chr10;584570;584716;"+6:YJR084W; ";2,97;3;100;3,055
N10:584893;chr10;584820;584966;"+7:YJR084W; ";2,96;4;100;26,845
N10:585161;chr10;585088;585234;"+9*:YJR084W; +2:YJR085C; ";2,83;3;100;7,234
N10:585422;chr10;585349;585495;"-1:CUT217; 0:YJR085C; ";3,35;5;89;32,936
N10:585734;chr10;585661;585807;"-1:YJR086W; +1:CUT217; ";2,63;5;48,67;32,458
N10:586001;chr10;585928;586074;"+1:YJR086W; ";2,95;4;100;34,306
N10:586162;chr10;586089;586235;"+2*:YJR086W; ";2,64;5;93;37,954
N10:586344;chr10;586271;586417;"+6*:YJR088C; ";1,65;2;-1;14,849
N10:586510;chr10;586437;586583;"+5:YJR088C; ";1,00;2;100;48,79
N10:586719;chr10;586646;586792;"+4:YJR088C; ";2,71;4;88,25;22,068
N10:586952;chr10;586879;587025;"+3:YJR088C; ";2,95;5;100;36,082
